剧本/n 篇/q ：/x 　/x 　/x 续集/v 当/p 道/q 　/x 　/x <Na>蔡骏</Na> 小说/n 受欢迎/v 　/x 　/x 《/x <Nf>杀破狼</Nf> 》/x 时隔/n 十年/m 再/d 推/v 《/x 杀/v 破/v 狼/n 2/m 》/x ，/x 天马/Nc 电影/n 的/uj 《/x 叶问3/Nf 》/x 将/d 于/p 2016年/Nd 第一季度/l 上映/v ，/x 《/x 反贪风暴/Nf 》/x 第二部/m 也/d 在/p 前期/f 筹划/n 中/f ,3
新浪/nz 娱乐/vn 讯/ng 由新晋/Na 导演/v 苏有朋/Na 执导/v ，/x 黄志明/Na 监制/vn ，/x <Na>饶雪漫</Na> 出任/v 编剧/n 的/uj 电影/n 《/x <Nf>左耳</Nf> 》/x 将/d 于/p 2015年4月30日/Nd 上映/v ,3
《/x <Nf>狼图腾</Nf> 》/x 编剧/n <Na>芦苇</Na> 受访/v 称/v ，/x 中国/Nl 电影/n 市场/n 硬件/n 在/p 进步/d ，/x 电影/n 质量/n 则/d 在/p 大/n 倒退/v ,3
<Na>黄子桓</Na> 首部/m 编剧/n 的/uj 作品/n 曾/d 令/v 公司/n 大赔/v ，/x 为了/p 让/v 儿子/n 上位/n ，/x 黄百鸣/Na 安排/v 黄子桓/Na 从/p 底层/n 做起/v ，/x 深入/v 了解/v 电影/n 行业/n ，/x 由/p 拍/v 现场/n 花絮/n 了解/v 剪辑/n 技巧/n ，/x 到/v 慢慢/d “/x 抬起/v 头/n 做事/v ”/x 进入/v 到/v 创作/vn 部门/n ，/x 后来/t 他/r 编剧/n 的/uj 《/x <Nf>叶问</Nf> 》/x 大/a 获/v 好评/v ，/x 方才/n 在/p 电影界/n 占有/v 一席之地/l ,3
黄子桓/Na 首部/m 编剧/n 的/uj 作品/n 曾/d 令/v 公司/n 大赔/v ，/x 为了/p 让/v 儿子/n 上位/n ，/x 黄百鸣/Na 安排/v <Na>黄子桓</Na> 从/p 底层/n 做起/v ，/x 深入/v 了解/v 电影/n 行业/n ，/x 由/p 拍/v 现场/n 花絮/n 了解/v 剪辑/n 技巧/n ，/x 到/v 慢慢/d “/x 抬起/v 头/n 做事/v ”/x 进入/v 到/v 创作/vn 部门/n ，/x 后来/t 他/r 编剧/n 的/uj 《/x <Nf>叶问</Nf> 》/x 大/a 获/v 好评/v ，/x 方才/n 在/p 电影界/n 占有/v 一席之地/l ,3
新浪/nz 娱乐/vn 讯/ng 在/p 电影局/n 公布/v 的/uj 最新/d 一期/d 电影/n 拍摄/v 制作/vn 备案/n 公示/v 表中/v ，/x <Na>刘镇伟</Na> [/x 微/a 博/n ]/x 将/d 拍摄/v 《/x <Nf>大话西游终结篇</Nf> 》/x 并/c 仍/d 由/p 他/r 任/v 编剧/n ，/x 2016年春季/Nd 上映/v 的/uj 中美/Nl 合拍片/n 《/x 功夫熊猫3/Nf 》/x 的/uj 剧情/n 曝光/nz ，/x 阿宝恐/Na 最后/f 牺牲/v ，/x 另外/c ，/x 蔡骏/Na 的/uj 三部/m 作品/n 也/d 将/d 被/p 翻/v 拍成电影/n ,3
新浪/nz 娱乐/vn 讯/ng 由/p 华谊兄弟/Nc [/x 微/a 博/n ]/x 、/x 源合圣影视/Nc 及/c 映艺娱乐/Nc 联合/v 出品/n ，/x 编剧/n <Na>彭三源</Na> 导演/v 处女作/n 、/x 刘德华/Na 与/p 井柏然/Na [/x 微/a 博/n ]/x 领衔主演/n 的/uj 温情/n 暖/a 心/n 电影/n 《/x <Nf>失孤</Nf> 》/x 近日/t 曝光/nz 了/ul 前导/n 预告片/n 与/p “/x 节气/n ”/x 版/n 前导/n 海报/n ，/x 在/p 寒冷/a 冬日/t 掀起/v 一股/m “/x 暖/a 潮/n ”/x ,3
新浪/nz 娱乐/vn 讯/ng 由新晋/Na 导演/v 苏有朋/Na 执导/v ，/x 黄志明/Na 监制/vn ，/x <Na>饶雪漫</Na> 出任/v 编剧/n ，/x 改编自/nz 饶雪漫/Na 小说/n 的/uj 同名/n 电影/n 《/x <Nf>左耳</Nf> 》/x 将/d 于/p 2015年4月30日/Nd 温暖/an 上映/v ，/x 消息/n 一经/d 公布/v ，/x 便/d 引来/v 了/ul 大批/m 粉丝/n 即/v 影迷/vn 的/uj 热议/n ,3
新浪/nz 娱乐/vn 讯/ng 由新晋/Na 导演/v 苏有朋/Na 执导/v ，/x 黄志明/Na 监制/vn ，/x 饶雪漫/Na 出任/v 编剧/n ，/x 改编自/nz <Na>饶雪漫</Na> 小说/n 的/uj 同名/n 电影/n 《/x <Nf>左耳</Nf> 》/x 将/d 于/p 2015年4月30日/Nd 温暖/an 上映/v ，/x 消息/n 一经/d 公布/v ，/x 便/d 引来/v 了/ul 大批/m 粉丝/n 即/v 影迷/vn 的/uj 热议/n ,3
而/c 作为/v 原/n 剧作者/n 及/c 《/x <Nf>左耳</Nf> 》/x 编剧/n 的/uj <Na>饶雪漫</Na> 更是/d 引用/v 电影/n 元素/n 称/v “/x 迎战/v 高考/v ，/x 谁/r 与/p 争锋/v ，/x 英雄/Nl 少年/m ，/x 惟/d 我/r 天/q 中/f ，/x 决战/v 之/u 巅/ng ，/x 我/r 必/d 成功/a ，/x 我/r 必/d 成功/a ,3
新浪/nz 娱乐/vn 讯/ng 《/x <Nf>暴走神探</Nf> 》/x 1月16日/Nd 正式/ad 公映/v ，/x 这部/r 由/p 乐视/n 影业/vn [/x 微/a 博/n ]/x 投资/vn 出品/n ，/x 监制/vn 尔冬升/Na 、/x 编剧/n <Na>方令正</Na> 、/x 导演/v 罗卓瑶/Na 联袂/d 打造/v 的/uj 电影/n ，/x 汇集/v 了/ul 阮经天/Na [/x 微/a 博/n ]/x 、/x 周冬雨/Na [/x 微/a 博/n ]/x 、/x 杨子姗/Na [/x 微/a 博/n ]/x 、/x 杨洋/Na 等/u 青春偶像/n 阵容/n ，/x 并/c 混/v 搭/v 了/ul 悬疑/v 、/x 浪漫/a 、/x 喜剧/n 、/x 爱情/n 、/x 犯罪/vn 等/u 多种/m 元素/n 于/p 一体/n ,3
据悉/v ，/x 《/x <Nf>创始人</Nf> 》/x 由/p <Na>罗伯特·西格尔</Na> (/x artist/Nab )/x 编剧/n ，/x 故事/n 主人公/n 是/v 雷·克洛克/Na (/x artist/Nab )/x ，/x 一个/m 伊利诺伊州/ns 的/uj 推销员/n ,3
