《/x <Nf>复仇者联盟2：奥创纪元</Nf> 》/x 北美/Nl 上映/v 时间/n 为/p 5月1日，近日/Nd 漫威/Nl 终于/d 公布/v 了/ul 最后/f 也/d 是/v 最长/a 的/uj 预告片/n —/x —/x 各位/r 超级/b <Nl>英雄</Nl> 悉数/d 亮相/n ，/x 连由/a 保罗·贝特尼/Na 扮演/v 的/uj 机器人/n <Nl>英雄</Nl> 幻视/n (/x Vision/eng )/x 都/d 露脸/v 了/ul ，/x 叫/v 影迷/vn 看/v 了/ul 心痒/a 难耐/v ,0
另外/c ，/x 与/p 《/x <Nf>三人行</Nf> 》/x 共同/d 亮相/n 寰亚/n 新片/n 发布会/n 的/uj 还有/v 《/x 赤道/Nf 》/x ，/x 电影/n 由/p 《/x 寒战/Nf 》/x 导演/v <Na>梁乐民</Na> 、/x 陆剑青/Na 执导/v ，/x 张学友/Na 、/x 张家辉/Na 、/x 张震/Na 、/x 余文乐/Na 、/x 王学圻/Na 、/x 池珍熙/Na 、/x 崔始源/Na 等/u 众多/m 男星/n 联袂/d 主演/n ，/x 五一/m 档/n 将/d 在/p 内地/n 公映/v ,0
另外/c ，/x 与/p 《/x 三人行/Nf 》/x 共同/d 亮相/n 寰亚/n 新片/n 发布会/n 的/uj 还有/v 《/x <Nf>赤道</Nf> 》/x ，/x 电影/n 由/p 《/x 寒战/Nf 》/x 导演/v <Na>梁乐民</Na> 、/x 陆剑青/Na 执导/v ，/x 张学友/Na 、/x 张家辉/Na 、/x 张震/Na 、/x 余文乐/Na 、/x 王学圻/Na 、/x 池珍熙/Na 、/x 崔始源/Na 等/u 众多/m 男星/n 联袂/d 主演/n ，/x 五一/m 档/n 将/d 在/p 内地/n 公映/v ,0
另外/c ，/x 与/p 《/x <Nf>三人行</Nf> 》/x 共同/d 亮相/n 寰亚/n 新片/n 发布会/n 的/uj 还有/v 《/x 赤道/Nf 》/x ，/x 电影/n 由/p 《/x 寒战/Nf 》/x 导演/v 梁乐民/Na 、/x 陆剑青/Na 执导/v ，/x <Na>张学友</Na> 、/x 张家辉/Na 、/x 张震/Na 、/x 余文乐/Na 、/x 王学圻/Na 、/x 池珍熙/Na 、/x 崔始源/Na 等/u 众多/m 男星/n 联袂/d 主演/n ，/x 五一/m 档/n 将/d 在/p 内地/n 公映/v ,0
另外/c ，/x 与/p 《/x 三人行/Nf 》/x 共同/d 亮相/n 寰亚/n 新片/n 发布会/n 的/uj 还有/v 《/x 赤道/Nf 》/x ，/x 电影/n 由/p 《/x <Nf>寒战</Nf> 》/x 导演/v 梁乐民/Na 、/x 陆剑青/Na 执导/v ，/x <Na>张学友</Na> 、/x 张家辉/Na 、/x 张震/Na 、/x 余文乐/Na 、/x 王学圻/Na 、/x 池珍熙/Na 、/x 崔始源/Na 等/u 众多/m 男星/n 联袂/d 主演/n ，/x 五一/m 档/n 将/d 在/p 内地/n 公映/v ,0
另外/c ，/x 与/p 《/x <Nf>三人行</Nf> 》/x 共同/d 亮相/n 寰亚/n 新片/n 发布会/n 的/uj 还有/v 《/x 赤道/Nf 》/x ，/x 电影/n 由/p 《/x 寒战/Nf 》/x 导演/v 梁乐民/Na 、/x 陆剑青/Na 执导/v ，/x 张学友/Na 、/x <Na>张家辉</Na> 、/x 张震/Na 、/x 余文乐/Na 、/x 王学圻/Na 、/x 池珍熙/Na 、/x 崔始源/Na 等/u 众多/m 男星/n 联袂/d 主演/n ，/x 五一/m 档/n 将/d 在/p 内地/n 公映/v ,0
另外/c ，/x 与/p 《/x 三人行/Nf 》/x 共同/d 亮相/n 寰亚/n 新片/n 发布会/n 的/uj 还有/v 《/x 赤道/Nf 》/x ，/x 电影/n 由/p 《/x <Nf>寒战</Nf> 》/x 导演/v 梁乐民/Na 、/x 陆剑青/Na 执导/v ，/x 张学友/Na 、/x <Na>张家辉</Na> 、/x 张震/Na 、/x 余文乐/Na 、/x 王学圻/Na 、/x 池珍熙/Na 、/x 崔始源/Na 等/u 众多/m 男星/n 联袂/d 主演/n ，/x 五一/m 档/n 将/d 在/p 内地/n 公映/v ,0
另外/c ，/x 与/p 《/x <Nf>三人行</Nf> 》/x 共同/d 亮相/n 寰亚/n 新片/n 发布会/n 的/uj 还有/v 《/x 赤道/Nf 》/x ，/x 电影/n 由/p 《/x 寒战/Nf 》/x 导演/v 梁乐民/Na 、/x 陆剑青/Na 执导/v ，/x 张学友/Na 、/x 张家辉/Na 、/x <Na>张震</Na> 、/x 余文乐/Na 、/x 王学圻/Na 、/x 池珍熙/Na 、/x 崔始源/Na 等/u 众多/m 男星/n 联袂/d 主演/n ，/x 五一/m 档/n 将/d 在/p 内地/n 公映/v ,0
另外/c ，/x 与/p 《/x 三人行/Nf 》/x 共同/d 亮相/n 寰亚/n 新片/n 发布会/n 的/uj 还有/v 《/x 赤道/Nf 》/x ，/x 电影/n 由/p 《/x <Nf>寒战</Nf> 》/x 导演/v 梁乐民/Na 、/x 陆剑青/Na 执导/v ，/x 张学友/Na 、/x 张家辉/Na 、/x <Na>张震</Na> 、/x 余文乐/Na 、/x 王学圻/Na 、/x 池珍熙/Na 、/x 崔始源/Na 等/u 众多/m 男星/n 联袂/d 主演/n ，/x 五一/m 档/n 将/d 在/p 内地/n 公映/v ,0
另外/c ，/x 与/p 《/x <Nf>三人行</Nf> 》/x 共同/d 亮相/n 寰亚/n 新片/n 发布会/n 的/uj 还有/v 《/x 赤道/Nf 》/x ，/x 电影/n 由/p 《/x 寒战/Nf 》/x 导演/v 梁乐民/Na 、/x 陆剑青/Na 执导/v ，/x 张学友/Na 、/x 张家辉/Na 、/x 张震/Na 、/x <Na>余文乐</Na> 、/x 王学圻/Na 、/x 池珍熙/Na 、/x 崔始源/Na 等/u 众多/m 男星/n 联袂/d 主演/n ，/x 五一/m 档/n 将/d 在/p 内地/n 公映/v ,0
另外/c ，/x 与/p 《/x 三人行/Nf 》/x 共同/d 亮相/n 寰亚/n 新片/n 发布会/n 的/uj 还有/v 《/x 赤道/Nf 》/x ，/x 电影/n 由/p 《/x <Nf>寒战</Nf> 》/x 导演/v 梁乐民/Na 、/x 陆剑青/Na 执导/v ，/x 张学友/Na 、/x 张家辉/Na 、/x 张震/Na 、/x <Na>余文乐</Na> 、/x 王学圻/Na 、/x 池珍熙/Na 、/x 崔始源/Na 等/u 众多/m 男星/n 联袂/d 主演/n ，/x 五一/m 档/n 将/d 在/p 内地/n 公映/v ,0
另外/c ，/x 与/p 《/x <Nf>三人行</Nf> 》/x 共同/d 亮相/n 寰亚/n 新片/n 发布会/n 的/uj 还有/v 《/x 赤道/Nf 》/x ，/x 电影/n 由/p 《/x 寒战/Nf 》/x 导演/v 梁乐民/Na 、/x 陆剑青/Na 执导/v ，/x 张学友/Na 、/x 张家辉/Na 、/x 张震/Na 、/x 余文乐/Na 、/x <Na>王学圻</Na> 、/x 池珍熙/Na 、/x 崔始源/Na 等/u 众多/m 男星/n 联袂/d 主演/n ，/x 五一/m 档/n 将/d 在/p 内地/n 公映/v ,0
另外/c ，/x 与/p 《/x 三人行/Nf 》/x 共同/d 亮相/n 寰亚/n 新片/n 发布会/n 的/uj 还有/v 《/x 赤道/Nf 》/x ，/x 电影/n 由/p 《/x <Nf>寒战</Nf> 》/x 导演/v 梁乐民/Na 、/x 陆剑青/Na 执导/v ，/x 张学友/Na 、/x 张家辉/Na 、/x 张震/Na 、/x 余文乐/Na 、/x <Na>王学圻</Na> 、/x 池珍熙/Na 、/x 崔始源/Na 等/u 众多/m 男星/n 联袂/d 主演/n ，/x 五一/m 档/n 将/d 在/p 内地/n 公映/v ,0
另外/c ，/x 与/p 《/x <Nf>三人行</Nf> 》/x 共同/d 亮相/n 寰亚/n 新片/n 发布会/n 的/uj 还有/v 《/x 赤道/Nf 》/x ，/x 电影/n 由/p 《/x 寒战/Nf 》/x 导演/v 梁乐民/Na 、/x 陆剑青/Na 执导/v ，/x 张学友/Na 、/x 张家辉/Na 、/x 张震/Na 、/x 余文乐/Na 、/x 王学圻/Na 、/x <Na>池珍熙</Na> 、/x 崔始源/Na 等/u 众多/m 男星/n 联袂/d 主演/n ，/x 五一/m 档/n 将/d 在/p 内地/n 公映/v ,0
另外/c ，/x 与/p 《/x 三人行/Nf 》/x 共同/d 亮相/n 寰亚/n 新片/n 发布会/n 的/uj 还有/v 《/x 赤道/Nf 》/x ，/x 电影/n 由/p 《/x <Nf>寒战</Nf> 》/x 导演/v 梁乐民/Na 、/x 陆剑青/Na 执导/v ，/x 张学友/Na 、/x 张家辉/Na 、/x 张震/Na 、/x 余文乐/Na 、/x 王学圻/Na 、/x <Na>池珍熙</Na> 、/x 崔始源/Na 等/u 众多/m 男星/n 联袂/d 主演/n ，/x 五一/m 档/n 将/d 在/p 内地/n 公映/v ,0
另外/c ，/x 与/p 《/x <Nf>三人行</Nf> 》/x 共同/d 亮相/n 寰亚/n 新片/n 发布会/n 的/uj 还有/v 《/x 赤道/Nf 》/x ，/x 电影/n 由/p 《/x 寒战/Nf 》/x 导演/v 梁乐民/Na 、/x 陆剑青/Na 执导/v ，/x 张学友/Na 、/x 张家辉/Na 、/x 张震/Na 、/x 余文乐/Na 、/x 王学圻/Na 、/x 池珍熙/Na 、/x <Na>崔始源</Na> 等/u 众多/m 男星/n 联袂/d 主演/n ，/x 五一/m 档/n 将/d 在/p 内地/n 公映/v ,0
另外/c ，/x 与/p 《/x 三人行/Nf 》/x 共同/d 亮相/n 寰亚/n 新片/n 发布会/n 的/uj 还有/v 《/x 赤道/Nf 》/x ，/x 电影/n 由/p 《/x <Nf>寒战</Nf> 》/x 导演/v 梁乐民/Na 、/x 陆剑青/Na 执导/v ，/x 张学友/Na 、/x 张家辉/Na 、/x 张震/Na 、/x 余文乐/Na 、/x 王学圻/Na 、/x 池珍熙/Na 、/x <Na>崔始源</Na> 等/u 众多/m 男星/n 联袂/d 主演/n ，/x 五一/m 档/n 将/d 在/p 内地/n 公映/v ,0
《/x 魔发奇缘/Nf 》/x 《/x <Nf>闪电狗</Nf> 》/x 主创/n 变/v 通缉犯/n 　/x 　/x 依然/d 是/v 在/p 旧金山/Nl 警察局/n 的/uj 布告栏/n 上/f ，/x 《/x 魔发奇缘/Nf 》/x 与/p 《/x <Nf>闪电狗</Nf> 》/x 主创/n <Na>内森-格里诺</Na> (/x artist/Nab )/x 与/p 拜恩-霍华德/Na (/x artist/Nab )/x 的/uj 照片/n 赫赫/Na 在/p 目/t ，/x 他们/r 与/p 汉斯/nz 王子/nr 一起/m ，/x 同样/d 成为/v 了/ul 通缉犯/n ,0
《/x 魔发奇缘/Nf 》/x 《/x <Nf>闪电狗</Nf> 》/x 主创/n 变/v 通缉犯/n 　/x 　/x 依然/d 是/v 在/p 旧金山/Nl 警察局/n 的/uj 布告栏/n 上/f ，/x 《/x 魔发奇缘/Nf 》/x 与/p 《/x <Nf>闪电狗</Nf> 》/x 主创/n <Na>内森-格里诺</Na> (/x artist/Nab )/x 与/p 拜恩-霍华德/Na (/x artist/Nab )/x 的/uj 照片/n 赫赫/Na 在/p 目/t ，/x 他们/r 与/p 汉斯/nz 王子/nr 一起/m ，/x 同样/d 成为/v 了/ul 通缉犯/n ,0
《/x <Nf>魔发奇缘</Nf> 》/x 《/x 闪电狗/Nf 》/x 主创/n 变/v 通缉犯/n 　/x 　/x 依然/d 是/v 在/p 旧金山/Nl 警察局/n 的/uj 布告栏/n 上/f ，/x 《/x <Nf>魔发奇缘</Nf> 》/x 与/p 《/x 闪电狗/Nf 》/x 主创/n 内森-格里诺/Na (/x artist/Nab )/x 与/p <Na>拜恩-霍华德</Na> (/x artist/Nab )/x 的/uj 照片/n 赫赫/Na 在/p 目/t ，/x 他们/r 与/p 汉斯/nz 王子/nr 一起/m ，/x 同样/d 成为/v 了/ul 通缉犯/n ,0
《/x <Nf>魔发奇缘</Nf> 》/x 《/x 闪电狗/Nf 》/x 主创/n 变/v 通缉犯/n 　/x 　/x 依然/d 是/v 在/p 旧金山/Nl 警察局/n 的/uj 布告栏/n 上/f ，/x 《/x <Nf>魔发奇缘</Nf> 》/x 与/p 《/x 闪电狗/Nf 》/x 主创/n 内森-格里诺/Na (/x artist/Nab )/x 与/p <Na>拜恩-霍华德</Na> (/x artist/Nab )/x 的/uj 照片/n 赫赫/Na 在/p 目/t ，/x 他们/r 与/p 汉斯/nz 王子/nr 一起/m ，/x 同样/d 成为/v 了/ul 通缉犯/n ,0
《/x <Nf>魔发奇缘</Nf> 》/x 《/x 闪电狗/Nf 》/x 主创/n 变/v 通缉犯/n 　/x 　/x 依然/d 是/v 在/p <Nl>旧金山</Nl> 警察局/n 的/uj 布告栏/n 上/f ，/x 《/x <Nf>魔发奇缘</Nf> 》/x 与/p 《/x 闪电狗/Nf 》/x 主创/n 内森-格里诺/Na (/x artist/Nab )/x 与/p 拜恩-霍华德/Na (/x artist/Nab )/x 的/uj 照片/n 赫赫/Na 在/p 目/t ，/x 他们/r 与/p 汉斯/nz 王子/nr 一起/m ，/x 同样/d 成为/v 了/ul 通缉犯/n ,0
