《/x 魔发奇缘/Nf 》/x 《/x 闪电狗/Nf 》/x 主创/n 变/v 通缉犯/n 　/x 　/x 依然/d 是/v 在/p 旧金山/Nl 警察局/n 的/uj 布告栏/n 上/f ，/x 《/x 魔发奇缘/Nf 》/x 与/p 《/x 闪电狗/Nf 》/x 主创/n <Na>内森-格里诺</Na> (/x <Nab>artist</Nab> )/x 与/p 拜恩-霍华德/Na (/x <Nab>artist</Nab> )/x 的/uj 照片/n 赫赫/Na 在/p 目/t ，/x 他们/r 与/p 汉斯/nz 王子/nr 一起/m ，/x 同样/d 成为/v 了/ul 通缉犯/n ,9
《/x 魔发奇缘/Nf 》/x 《/x 闪电狗/Nf 》/x 主创/n 变/v 通缉犯/n 　/x 　/x 依然/d 是/v 在/p 旧金山/Nl 警察局/n 的/uj 布告栏/n 上/f ，/x 《/x 魔发奇缘/Nf 》/x 与/p 《/x 闪电狗/Nf 》/x 主创/n <Na>内森-格里诺</Na> (/x <Nab>artist</Nab> )/x 与/p 拜恩-霍华德/Na (/x <Nab>artist</Nab> )/x 的/uj 照片/n 赫赫/Na 在/p 目/t ，/x 他们/r 与/p 汉斯/nz 王子/nr 一起/m ，/x 同样/d 成为/v 了/ul 通缉犯/n ,9
《/x 魔发奇缘/Nf 》/x 《/x 闪电狗/Nf 》/x 主创/n 变/v 通缉犯/n 　/x 　/x 依然/d 是/v 在/p 旧金山/Nl 警察局/n 的/uj 布告栏/n 上/f ，/x 《/x 魔发奇缘/Nf 》/x 与/p 《/x 闪电狗/Nf 》/x 主创/n 内森-格里诺/Na (/x <Nab>artist</Nab> )/x 与/p <Na>拜恩-霍华德</Na> (/x <Nab>artist</Nab> )/x 的/uj 照片/n 赫赫/Na 在/p 目/t ，/x 他们/r 与/p 汉斯/nz 王子/nr 一起/m ，/x 同样/d 成为/v 了/ul 通缉犯/n ,9
《/x 魔发奇缘/Nf 》/x 《/x 闪电狗/Nf 》/x 主创/n 变/v 通缉犯/n 　/x 　/x 依然/d 是/v 在/p 旧金山/Nl 警察局/n 的/uj 布告栏/n 上/f ，/x 《/x 魔发奇缘/Nf 》/x 与/p 《/x 闪电狗/Nf 》/x 主创/n 内森-格里诺/Na (/x <Nab>artist</Nab> )/x 与/p <Na>拜恩-霍华德</Na> (/x <Nab>artist</Nab> )/x 的/uj 照片/n 赫赫/Na 在/p 目/t ，/x 他们/r 与/p 汉斯/nz 王子/nr 一起/m ，/x 同样/d 成为/v 了/ul 通缉犯/n ,9
新浪/nz 娱乐/vn 讯/ng 北京/Nl 时间/n 3月6日/Nd 消息/n ，/x 据/p 国外/s 媒体报道/n ，/x 皮克斯/Nc 总裁/n <Na>吉姆-莫里斯</Na> (/x <Nab>artist</Nab> )/x 日前/t 接受/v 采访/v 时/n 透露/v ，/x 《/x 玩具总动员4/Nf 》/x (/x ToyStory/Nf 4/x )/x 在/p 剧情/n 上/f 和/c 三部曲/m 不会/v 有/v 直接/ad 的/uj 承接/v 关系/n ，/x 而且/c 将/d 是/v 一部/m 爱情喜剧/n ,9
扮演/v 灰姑娘/n 的/uj <Na>莉莉·詹姆斯</Na> (/x <Nab>artist</Nab> )/x 还/d 特地/n 为/p 中国/Nl 观众/n 录制/v 了/ul 问候/n 视频/n ，/x 向/p 大家/n 介绍/v 了/ul 这一/r 既/c 经典/n 又/d 现代/t 的/uj 童话故事/i ,9
据/p 了解/v ，/x 《/x 灰姑娘/Nf 》/x 的/uj 幕后/s 制作/vn 团队/n 十分/m 强大/a ，/x 《/x 雷神/Nf 》/x (/x Thor/Nf )/x 导演/v <Na>肯尼思·布拉纳</Na> (/x <Nab>artist</Nab> )/x 再次/d 与/p 迪士尼/Nc 影业/vn 合作/vn ，/x 加上/v 专业/n 的/uj 视觉/n 制作/vn 团队/n ，/x 用/p 唯美/a 的/uj 风格/n 精雕细琢/i 出/v 2015/m 年/m 的/uj 最美/a 最/d 梦幻/n 的/uj 童话故事/i ,9
新浪/nz 娱乐/vn 讯/ng 现年/t 72/m 岁/m 的/uj 美国好莱坞/Nl 影星/n <Na>哈里森福特</Na> (/x <Nab>artist</Nab> )/x 惊传/v 今日/Nd 开/v 小/a 飞机/n 时/n ，/x 飞机/n 意外/a 坠机/n ，/x 哈里森/nr 福特/ns 受伤/v ,9
新浪/nz 娱乐/vn 讯/ng 北京/Nl 时间/n 3月6日/Nd 消息/n ，/x 据/p 国外/s 媒体报道/n ，/x 著名/a 影星/n <Na>哈里森-福特</Na> (/x <Nab>artist</Nab> )/x 驾驶/v 的/uj 小型/b 飞机/n 日前/t 在/p 加州/Nl 坠毁/v ，/x 福特/Nl 的/uj 儿子/n 日前/t 确认/v 了/ul 这/r 一/m 消息/n ，/x 同时/c 表示/v 福特/Nl 虽然/c 受伤/v 但/c 并无/v 大碍/n ,9
航空/n 分析师/n <Na>迈尔斯-奥布莱恩</Na> (/x <Nab>artist</Nab> O/x ’/x Brien/eng )/x 表示/v ：/x “/x 飞机故障/n 导致/v 福特/Nl 返航/v ，/x 听/v 上去/t 是因为/c 某些/r 引擎/n 故障/n ,9
